Name,ID,Species,Forme,Type1,Type2,Ability1,Ability2,AbilityH,HP,Attack,Defense,SpAttack,SpDefense,Speed,Total,Weight,Height,Dex1,Dex2,Class,%Male,%Female,Pre-Evolution,Egg Group 1,Egg Group 2,Type Concat,Ability Concat,,HP,ATK,DEF,SP_ATK,SP_DEF,SPEED,TOTAL
Golem-Alola,823,Golem-Alola,Golem-Alola,Rock,Electric,Magnet Pull,Sturdy,Galvanize,80,120,130,55,65,45,495,696.7 lbs.,"5'07""","It fires rocks charged with electricity. Even if the rock isnâ€™t fired that accurately, just grazing an opponent will cause numbness and fainting.","Because it canâ€™t fire boulders at a rapid pace, itâ€™s been known to seize nearby Geodude and fire them from its back.",Megaton,0.5,0.5,Graveler-Alola,Mineral,,Rock / Electric,Magnet Pull / Sturdy / Galvanize*,,40,60,65,28,33,23,248
Slowbro-Mega,824,Slowbro,Slowbro-Mega Slowbro,Water,Psychic,Shell Armor,,,95,75,180,130,80,30,590,264.6 lbs.,"6'07""","All the energy from Mega Evolution poured into the Shellder on its tail, leaving Slowpoke to be swallowed whole.","When bathed in the energy of Mega Evolution, Shellder converts into impregnable armor. There is virtually no change in Slowpoke.",Hermit Crab,0.5,0.5,Slowpoke,Monster,Water 1,Water / Psychic,Shell Armor,,48,38,90,65,40,15,295
Grimer-Alola,825,Grimer-Alola,Grimer-Alola,Poison,Dark,Poison Touch,Gluttony,Power of Alchemy,80,80,50,40,50,25,325,92.6 lbs.,"2'04""","A Grimer, which had been brought in to solve a problem with garbage, developed over time into this.","The crystals on Grimerâ€™s body are lumps of toxins. If one falls off, lethal poisons leak out.",Sludge,0.5,0.5,,Amorphous,,Poison / Dark,Poison Touch / Gluttony / Power of Alchemy*,,40,40,25,20,25,13,163
Muk-Alola,826,Muk-Alola,Muk-Alola,Poison,Dark,Poison Touch,Gluttony,Power of Alchemy,105,105,75,65,100,50,500,114.6 lbs.,"3'03""","The garbage it eats causes continuous chemical changes in its body, which produce its exceedingly vivid coloration.","While itâ€™s unexpectedly quiet and friendly, if itâ€™s not fed any trash for a while, it will smash its Trainerâ€™s furnishings and eat up the fragments.",Sludge,0.5,0.5,Grimer-Alola,Amorphous,,Poison / Dark,Poison Touch / Gluttony / Power of Alchemy*,,53,53,38,33,50,25,250
Gengar-Mega,827,Gengar,Gengar-Mega Gengar,Ghost,Poison,Shadow Tag,,,60,65,80,170,95,130,600,89.3 lbs.,"4'07""",Gengarâ€™s relationships are warped. It has no interest in opponents unless it perceives them as prey.,"The energy of Mega Evolution awakened it. It sinks into another dimension, where it keeps a patient watch for its chance to attack.",Shadow,0.5,0.5,Haunter,Amorphous,,Ghost / Poison,Shadow Tag,,30,33,40,85,48,65,300
Exeggutor-Alola,828,Exeggutor-Alola,Exeggutor-Alola,Grass,Dragon,Frisk,Frisk,Harvest,95,105,85,125,75,45,530,916.2 lbs.,"35'09""","Alola is the best environment for this PokÃ©mon. Local people take pride in its appearance, saying this is how Exeggutor ought to look.","As it grew taller and taller, it outgrew its reliance on psychic powers, while within it awakened the power of the sleeping dragon.",Coconut,0.5,0.5,Exeggcute,Grass,,Grass / Dragon,Frisk / Harvest*,,48,53,43,63,38,23,265
Marowak-Alola,829,Marowak-Alola,Marowak-Alola,Fire,Ghost,Cursed Body,Lightning Rod,Rock Head,60,80,110,50,80,45,425,75.0 lbs.,"3'03""",The bones it possesses were once its motherâ€™s. Its motherâ€™s regrets have become like a vengeful spirit protecting this PokÃ©mon.,Its custom is to mourn its lost companions. Mounds of dirt by the side of the road mark the graves of the Marowak.,Bone Keeper,0.5,0.5,Cubone,Monster,,Fire / Ghost,Cursed Body / Lightning Rod / Rock Head*,,30,40,55,25,40,23,213
Kangaskhan-Mega,830,Kangaskhan,Kangaskhan-Mega Kangaskhan,Normal,,Parental Bond,,,105,125,100,60,100,100,590,220.5 lbs.,"7'03""",Mega Kangaskhanâ€™s strength derives from the motherâ€™s happiness about her childâ€™s growth. Watching it grow up keeps her spirits high.,"Thanks to Mega Evolution, its child grows. But as the child is good only at fighting and nothing else, its mother feels uneasy about its future.",Parent,0,1,,Monster,,Normal,Parental Bond,,53,63,50,30,50,50,295
Pinsir-Mega,831,Pinsir,Pinsir-Mega Pinsir,Bug,Flying,Aerilate,,,65,155,120,65,90,105,600,130.1 lbs.,"5'07""",The influence of Mega Evolution leaves it in a state of constant excitement. It pierces enemies with its two large horns before shredding them.,"Bathed in the energy of Mega Evolution, its wings become unusually developed. It flies at speeds of approximately 30 mph.",Stag Beetle,0.5,0.5,,Bug,,Bug / Flying,Aerilate,,33,78,60,33,45,53,300
Gyarados-Mega,832,Gyarados,Gyarados-Mega Gyarados,Water,Dark,Mold Breaker,,,95,155,109,70,130,81,640,672.4 lbs.,"21'04""","Mega Evolution also affects its brain, leaving no other function except its destructive instinct to burn everything to cinders.","It jets water from the orifices on its sides, streaking above the water surface at supersonic speed.",Atrocious,0.5,0.5,Magikarp,Water 2,Dragon,Water / Dark,Mold Breaker,,48,78,55,35,65,41,320
Aerodactyl-Mega,833,Aerodactyl,Aerodactyl-Mega Aerodactyl,Rock,Flying,Tough Claws,,,80,135,85,70,95,150,615,174.2 lbs.,"6'11""",Part of its body has become stone. Some scholars claim that this is Aerodactylâ€™s true appearance.,"When it Mega Evolves, it becomes more vicious than ever before. Some say thatâ€™s because its excess of power is causing it pain.",Fossil,0.875,0.125,,Flying,,Rock / Flying,Tough Claws,,40,68,43,35,48,75,308
Mewtwo-MegaX,834,Mewtwo,Mewtwo-Mega Mewtwo X,Psychic,Fighting,Steadfast,,,106,190,100,154,100,130,780,280.0 lbs.,"7'07""",,,Genetic,,,,Undiscovered,,Psychic / Fighting,Steadfast,,53,95,50,77,50,65,390
Mewtwo-MegaY,835,Mewtwo,Mewtwo-Mega Mewtwo Y,Psychic,,Insomnia,,,106,150,70,194,120,140,780,72.8 lbs.,"4'11""",,,Genetic,,,,Undiscovered,,Psychic,Insomnia,,53,75,35,97,60,70,390
Ampharos-Mega,836,Ampharos,Ampharos-Mega Ampharos,Electric,Dragon,Mold Breaker,,,90,95,105,165,110,45,610,135.6 lbs.,"4'07""",,,Light,0.5,0.5,Flaaffy,Monster,Field,Electric / Dragon,Mold Breaker,,45,48,53,83,55,23,305
Unown-B,837,Unown,Unown-One,Psychic,,Levitate,,,48,72,48,72,48,48,336,11.0 lbs.,"1'08""",,,Symbol,,,,Undiscovered,,Psychic,Levitate,,24,36,24,36,24,24,168
Unown-C,838,Unown,Unown-One,Psychic,,Levitate,,,48,72,48,72,48,48,336,11.0 lbs.,"1'08""",,,Symbol,,,,Undiscovered,,Psychic,Levitate,,24,36,24,36,24,24,168
Unown-D,839,Unown,Unown-One,Psychic,,Levitate,,,48,72,48,72,48,48,336,11.0 lbs.,"1'08""",,,Symbol,,,,Undiscovered,,Psychic,Levitate,,24,36,24,36,24,24,168
Unown-E,840,Unown,Unown-One,Psychic,,Levitate,,,48,72,48,72,48,48,336,11.0 lbs.,"1'08""",,,Symbol,,,,Undiscovered,,Psychic,Levitate,,24,36,24,36,24,24,168
Unown-F,841,Unown,Unown-One,Psychic,,Levitate,,,48,72,48,72,48,48,336,11.0 lbs.,"1'08""",,,Symbol,,,,Undiscovered,,Psychic,Levitate,,24,36,24,36,24,24,168
Unown-G,842,Unown,Unown-One,Psychic,,Levitate,,,48,72,48,72,48,48,336,11.0 lbs.,"1'08""",,,Symbol,,,,Undiscovered,,Psychic,Levitate,,24,36,24,36,24,24,168
Unown-H,843,Unown,Unown-One,Psychic,,Levitate,,,48,72,48,72,48,48,336,11.0 lbs.,"1'08""",,,Symbol,,,,Undiscovered,,Psychic,Levitate,,24,36,24,36,24,24,168
Unown-I,844,Unown,Unown-One,Psychic,,Levitate,,,48,72,48,72,48,48,336,11.0 lbs.,"1'08""",,,Symbol,,,,Undiscovered,,Psychic,Levitate,,24,36,24,36,24,24,168
Unown-J,845,Unown,Unown-One,Psychic,,Levitate,,,48,72,48,72,48,48,336,11.0 lbs.,"1'08""",,,Symbol,,,,Undiscovered,,Psychic,Levitate,,24,36,24,36,24,24,168
Unown-K,846,Unown,Unown-One,Psychic,,Levitate,,,48,72,48,72,48,48,336,11.0 lbs.,"1'08""",,,Symbol,,,,Undiscovered,,Psychic,Levitate,,24,36,24,36,24,24,168
Unown-L,847,Unown,Unown-One,Psychic,,Levitate,,,48,72,48,72,48,48,336,11.0 lbs.,"1'08""",,,Symbol,,,,Undiscovered,,Psychic,Levitate,,24,36,24,36,24,24,168
Unown-M,848,Unown,Unown-One,Psychic,,Levitate,,,48,72,48,72,48,48,336,11.0 lbs.,"1'08""",,,Symbol,,,,Undiscovered,,Psychic,Levitate,,24,36,24,36,24,24,168
Unown-N,849,Unown,Unown-One,Psychic,,Levitate,,,48,72,48,72,48,48,336,11.0 lbs.,"1'08""",,,Symbol,,,,Undiscovered,,Psychic,Levitate,,24,36,24,36,24,24,168
Unown-P,850,Unown,Unown-One,Psychic,,Levitate,,,48,72,48,72,48,48,336,11.0 lbs.,"1'08""",,,Symbol,,,,Undiscovered,,Psychic,Levitate,,24,36,24,36,24,24,168
Unown-Q,851,Unown,Unown-One,Psychic,,Levitate,,,48,72,48,72,48,48,336,11.0 lbs.,"1'08""",,,Symbol,,,,Undiscovered,,Psychic,Levitate,,24,36,24,36,24,24,168
Unown-R,852,Unown,Unown-One,Psychic,,Levitate,,,48,72,48,72,48,48,336,11.0 lbs.,"1'08""",,,Symbol,,,,Undiscovered,,Psychic,Levitate,,24,36,24,36,24,24,168
Unown-S,853,Unown,Unown-One,Psychic,,Levitate,,,48,72,48,72,48,48,336,11.0 lbs.,"1'08""",,,Symbol,,,,Undiscovered,,Psychic,Levitate,,24,36,24,36,24,24,168
Unown-T,854,Unown,Unown-One,Psychic,,Levitate,,,48,72,48,72,48,48,336,11.0 lbs.,"1'08""",,,Symbol,,,,Undiscovered,,Psychic,Levitate,,24,36,24,36,24,24,168
Unown-U,855,Unown,Unown-One,Psychic,,Levitate,,,48,72,48,72,48,48,336,11.0 lbs.,"1'08""",,,Symbol,,,,Undiscovered,,Psychic,Levitate,,24,36,24,36,24,24,168
Unown-V,856,Unown,Unown-One,Psychic,,Levitate,,,48,72,48,72,48,48,336,11.0 lbs.,"1'08""",,,Symbol,,,,Undiscovered,,Psychic,Levitate,,24,36,24,36,24,24,168
Unown-W,857,Unown,Unown-One,Psychic,,Levitate,,,48,72,48,72,48,48,336,11.0 lbs.,"1'08""",,,Symbol,,,,Undiscovered,,Psychic,Levitate,,24,36,24,36,24,24,168
Unown-X,858,Unown,Unown-One,Psychic,,Levitate,,,48,72,48,72,48,48,336,11.0 lbs.,"1'08""",,,Symbol,,,,Undiscovered,,Psychic,Levitate,,24,36,24,36,24,24,168
Unown-Y,859,Unown,Unown-One,Psychic,,Levitate,,,48,72,48,72,48,48,336,11.0 lbs.,"1'08""",,,Symbol,,,,Undiscovered,,Psychic,Levitate,,24,36,24,36,24,24,168
Unown-Z,860,Unown,Unown-One,Psychic,,Levitate,,,48,72,48,72,48,48,336,11.0 lbs.,"1'08""",,,Symbol,,,,Undiscovered,,Psychic,Levitate,,24,36,24,36,24,24,168
Unown-qm,861,Unown,Unown-One,Psychic,,Levitate,,,48,72,48,72,48,48,336,11.0 lbs.,"1'08""",,,Symbol,,,,Undiscovered,,Psychic,Levitate,,24,36,24,36,24,24,168
Unown-em,862,Unown,Unown-One,Psychic,,Levitate,,,48,72,48,72,48,48,336,11.0 lbs.,"1'08""",,,Symbol,,,,Undiscovered,,Psychic,Levitate,,24,36,24,36,24,24,168
Steelix-Mega,863,Steelix,Steelix-Mega Steelix,Steel,Ground,Sand Force,,,75,125,230,55,95,30,610,1631.4 lbs.,"34'05""",,,Iron Snake,0.5,0.5,Onix,Mineral,,Steel / Ground,Sand Force,,38,63,115,28,48,15,305
Scizor-Mega,864,Scizor,Scizor-Mega Scizor,Bug,Steel,Technician,,,70,150,140,65,100,75,600,275.6 lbs.,"6'07""",The excess energy that bathes this PokÃ©mon keeps it in constant danger of overflow. It canâ€™t sustain a battle over long periods of time.,"Due to the effects of Mega Evolution, its pincers have taken on a more diabolical, ripping anything they pinch to shreds.",Pincer,0.5,0.5,Scyther,Bug,,Bug / Steel,Technician,,35,75,70,33,50,38,300
Heracross-Mega,865,Heracross,Heracross-Mega Heracross,Bug,Fighting,Skill Link,,,80,185,115,40,105,75,600,137.8 lbs.,"5'07""",,,Single Horn,0.5,0.5,,Bug,,Bug / Fighting,Skill Link,,40,93,58,20,53,38,300
Houndoom-Mega,866,Houndoom,Houndoom-Mega Houndoom,Dark,Fire,Solar Power,,,75,90,90,140,90,115,600,109.1 lbs.,"6'03""",,,Dark,0.5,0.5,Houndour,Field,,Dark / Fire,Solar Power,,38,45,45,70,45,58,300
Tyranitar-Mega,867,Tyranitar,Tyranitar-Mega Tyranitar,Rock,Dark,Sand Stream,,,100,164,150,95,120,71,700,562.2 lbs.,"8'02""",,,Armor,0.5,0.5,Pupitar,Monster,,Rock / Dark,Sand Stream,,50,82,75,48,60,36,350
Sceptile-Mega,868,Sceptile,Sceptile-Mega Sceptile,Grass,Dragon,Lightning Rod,,,70,110,75,145,85,145,630,121.7 lbs.,"6'03""",,,Forest,0.875,0.125,Grovyle,Monster,Dragon,Grass / Dragon,Lightning Rod,,35,55,38,73,43,73,315
Blaziken-Mega,869,Blaziken,Blaziken-Mega Blaziken,Fire,Fighting,Speed Boost,,,80,160,80,130,80,100,630,114.6 lbs.,"6'03""",,,Blaze,0.875,0.125,Combusken,Field,,Fire / Fighting,Speed Boost,,40,80,40,65,40,50,315
Swampert-Mega,870,Swampert,Swampert-Mega Swampert,Water,Ground,Swift Swim,,,100,150,110,95,110,70,635,224.9 lbs.,"6'03""",,,Mud Fish,0.875,0.125,Marshtomp,Monster,Water 1,Water / Ground,Swift Swim,,50,75,55,48,55,35,318
Gardevoir-Mega,871,Gardevoir,Gardevoir-Mega Gardevoir,Psychic,Fairy,Pixilate,,,68,85,65,165,135,100,618,106.7 lbs.,"5'03""",,,Embrace,0.5,0.5,Kirlia,Amorphous,,Psychic / Fairy,Pixilate,,34,43,33,83,68,50,309
Sableye-Mega,872,Sableye,Sableye-Mega Sableye,Dark,Ghost,Magic Bounce,,,50,85,125,85,115,20,480,354.9 lbs.,"1'08""","The jewel from its chest, which has grown gigantic due to the effects of Mega Evolution, can turn back any attack.","Supporting a giant heavy jewel, it canâ€™t change direction very nimbly and is vulnerable to attack from behind.",Darkness,0.5,0.5,,Human-Like,,Dark / Ghost,Magic Bounce,,25,43,63,43,58,10,240
Mawile-Mega,873,Mawile,Mawile-Mega Mawile,Steel,Fairy,Huge Power,,,50,105,125,55,95,50,480,51.8 lbs.,"3'03""",,,Deceiver,0.5,0.5,,Field,Fairy,Steel / Fairy,Huge Power,,25,53,63,28,48,25,240
Aggron-Mega,874,Aggron,Aggron-Mega Aggron,Steel,,Filter,,,70,140,230,60,80,50,630,870.8 lbs.,"7'03""",,,Iron Armor,0.5,0.5,Lairon,Monster,,Steel /,Filter,,35,70,115,30,40,25,315
Medicham-Mega,875,Medicham,Medicham-Mega Medicham,Fighting,Psychic,Pure Power,,,60,100,85,80,85,100,510,69.4 lbs.,"4'03""",,,Meditate,0.5,0.5,Meditite,Human-Like,,Fighting / Psychic,Pure Power,,30,50,43,40,43,50,255
Manectric-Mega,876,Manectric,Manectric-Mega Manectric,Electric,,Intimidate,,,70,75,80,135,80,135,575,97.0 lbs.,"5'11""",,,Discharge,0.5,0.5,Electrike,Field,,Electric,Intimidate,,35,38,40,68,40,68,288
Sharpedo-Mega,877,Sharpedo,Sharpedo-Mega Sharpedo,Water,Dark,Strong Jaw,,,70,140,70,110,65,105,560,287.3 lbs.,"8'02""","The spines sprouting from its head are transformed fangs. If theyâ€™re injured or broken off, the spines will regenerate countless times.","As a consequence of Mega Evolution, its combative instincts exploded. The yellow marks it bears are scars from a long history of battles.",Brutal,0.5,0.5,Carvanha,Water 2,,Water / Dark,Strong Jaw,,35,70,35,55,33,53,280
Camerupt-Mega,878,Camerupt,Camerupt-Mega Camerupt,Fire,Ground,Sheer Force,,,70,120,100,145,105,20,560,706.6 lbs.,"8'02""",,,Eruption,0.5,0.5,Numel,Field,,Fire / Ground,Sheer Force,,35,60,50,73,53,10,280
Altaria-Mega,879,Altaria,Altaria-Mega Altaria,Dragon,Fairy,Pixilate,,,75,110,110,110,105,80,590,45.4 lbs.,"4'11""",,,Humming,0.5,0.5,Swablu,Flying,Dragon,Dragon / Fairy,Pixilate,,38,55,55,55,53,40,295
Castform-Sunny,880,Castform,Castform-Sunny,Fire,,Forecast,,,70,70,70,70,70,70,420,1.8 lbs.,"1'00""","This is the Castform takes on the brightest of days. Its skin is unexpectedly hot to the touch, so approach with care.",This is Castformâ€™s when basking in fair weather. Its body is warm and toasty.,Weather,0.5,0.5,,Fairy,Amorphous,Fire,Forecast,,35,35,35,35,35,35,210
Castform-Rainy,881,Castform,Castform-Rainy,Water,,Forecast,,,70,70,70,70,70,70,420,1.8 lbs.,"1'00""","This is the Castform takes when soaked with rain. When its body is compressed, water will seep out as if from a sponge.",This is Castformâ€™s during a downpour of rain. Its body retains moisture and gets slippery.,Weather,0.5,0.5,,Fairy,Amorphous,Water,Forecast,,35,35,35,35,35,35,210
Castform-Snowy,882,Castform,Castform-Snowy,Ice,,Forecast,,,70,70,70,70,70,70,420,1.8 lbs.,"1'00""","This is the Castform takes when covered in snow. Its body becomes an ice-like material, with a temperature near 23 degrees Fahrenheit.",This is Castformâ€™s when caught in a hailstorm. Its cold skin is as smooth as ice.,Weather,0.5,0.5,,Fairy,Amorphous,Ice,Forecast,,35,35,35,35,35,35,210
Banette-Mega,883,Banette,Banette-Mega Banette,Ghost,,Prankster,,,64,165,75,93,83,75,555,28.7 lbs.,"3'11""",,,Marionette,0.5,0.5,Shuppet,Amorphous,,Ghost,Prankster,,32,83,38,47,42,38,278
Absol-Mega,884,Absol,Absol-Mega Absol,Dark,,Magic Bounce,,,65,150,60,115,60,115,565,108.0 lbs.,"3'11""","When this PokÃ©mon whips the winglike fur on its back as though beating its wings, it sends an intimidating aura flying at its opponents.","As the energy of Mega Evolution fills it, its fur bristles. What you see on its back are not true wings, and this PokÃ©mon isnâ€™t able to fly.",Disaster,0.5,0.5,,Field,,Dark,Magic Bounce,,33,75,30,58,30,58,283
Glalie-Mega,885,Glalie,Glalie-Mega Glalie,Ice,,Refrigerate,,,80,120,80,120,80,100,580,772.1 lbs.,"6'11""","The excess energy from Mega Evolution spilled over from its mouth, breaking its jaw. It spews endless blizzards.","It envelops prey in its mouth, freezing them instantly. But its jaw is dislocated, so itâ€™s unable to eat them.",Face,0.5,0.5,Snorunt,Fairy,Mineral,Ice,Refrigerate,,40,60,40,60,40,50,290
Salamence-Mega,886,Salamence,Salamence-Mega Salamence,Dragon,Flying,Aerilate,,,95,145,130,120,90,120,700,248.2 lbs.,"5'11""","Anyone standing in its path gets sliced right in two, while this PokÃ©mon continues its flight without interruption.","Mega Evolution fuels its brutality, and it may even turn on the Trainer who raised it. Itâ€™s been dubbed â€œthe blood-soaked crescent.â€",Dragon,0.5,0.5,Shelgon,Dragon,,Dragon / Flying,Aerilate,,48,73,65,60,45,60,350
Metagross-Mega,887,Metagross,Metagross-Mega Metagross,Steel,Psychic,Tough Claws,,,80,145,150,105,110,110,700,2078.7 lbs.,"8'02""","This results from one Metagross, one Metang, and two Beldum linking up.",Mega Evolution stimulated its brain. It emerged as a ruthless PokÃ©mon that will clutch at any means of ensuring its victories.,Iron Leg,,,Metang,Mineral,,Steel / Psychic,Tough Claws,,40,73,75,53,55,55,350
Latias-Mega,888,Latias,Latias-Mega Latias,Dragon,Psychic,Levitate,,,80,100,120,140,150,110,700,114.6 lbs.,"5'11""",,,Eon,,,,Undiscovered,,Dragon / Psychic,Levitate,,40,50,60,70,75,55,350
Latios-Mega,889,Latios,Latios-Mega Latios,Dragon,Psychic,Levitate,,,80,130,100,160,120,110,700,154.3 lbs.,"7'07""",,,Eon,,,,Undiscovered,,Dragon / Psychic,Levitate,,40,65,50,80,60,55,350
Kyogre-Primal,890,Kyogre,Kyogre-Primal Reversion,Water,,Primordial Sea,,,100,150,90,180,160,90,770,948.0 lbs.,"32'02""",,,Sea Basin,,,,Undiscovered,,Water,Primordial Sea,,50,75,45,90,80,45,385
Groudon-Primal,891,Groudon,Groudon-Primal Reversion,Ground,Fire,Desolate Land,,,100,180,160,150,90,90,770,2204.0 lbs.,"16'05""",,,Continent,,,,Undiscovered,,Ground / Fire,Desolate Land,,50,90,80,75,45,45,385
Rayquaza-Mega,892,Rayquaza,Rayquaza-Mega Rayquaza,Dragon,Flying,Delta Stream,,,105,180,100,180,100,115,780,864.2 lbs.,"35'05""",,,Sky High,,,,Undiscovered,,Dragon / Flying,Delta Stream,,53,90,50,90,50,58,390
Deoxys-Attack,893,Deoxys,Deoxys-Attacke,Psychic,,Pressure,,,50,180,20,180,20,150,600,134.0 lbs.,"5'07""",,,DNA,,,,Undiscovered,,Psychic,Pressure,,25,90,10,90,10,75,300
Deoxys-Defense,894,Deoxys,Deoxys-Defensee,Psychic,,Pressure,,,50,70,160,70,160,90,600,134.0 lbs.,"5'07""",,,DNA,,,,Undiscovered,,Psychic,Pressure,,25,35,80,35,80,45,300
Deoxys-Speed,895,Deoxys,Deoxys-Speede,Psychic,,Pressure,,,50,95,90,95,90,180,600,134.0 lbs.,"5'07""",,,DNA,,,,Undiscovered,,Psychic,Pressure,,25,48,45,48,45,90,300
Burmy-Sandy,896,Burmy,Burmy-Sandy Cloak,Bug,,Shed Skin,,Overcoat,40,29,45,29,45,36,224,7.5 lbs.,"0'08""",,,Bagworm,0.5,0.5,,Bug,,Bug,Shed Skin / Overcoat*,,20,15,23,15,23,18,112
Burmy-Trash,897,Burmy,Burmy-Trash Cloak,Bug,,Shed Skin,,Overcoat,40,29,45,29,45,36,224,7.5 lbs.,"0'08""",,,Bagworm,0.5,0.5,,Bug,,Bug,Shed Skin / Overcoat*,,20,15,23,15,23,18,112
Wormadam-Sandy,898,Wormadam,Wormadam-Sandy Cloak,Bug,Ground,Anticipation,,Overcoat,60,79,105,59,85,36,424,14.3 lbs.,"1'08""",,,Bagworm,0,1,Burmy,Bug,,Bug / Ground,Anticipation / Overcoat*,,30,40,53,30,43,18,212
Wormadam-Trash,899,Wormadam,Wormadam-Trash Cloak,Bug,Steel,Anticipation,,Overcoat,60,69,95,69,95,36,424,14.3 lbs.,"1'08""",,,Bagworm,0,1,Burmy,Bug,,Bug / Steel,Anticipation / Overcoat*,,30,35,48,35,48,18,212
Cherrim-Sunshine,900,Cherrim,Cherrim-Sunshine,Grass,,Flower Gift,,,70,60,70,87,78,85,450,20.5 lbs.,"1'08""",,,Blossom,0.5,0.5,Cherubi,Fairy,Grass,Grass,Flower Gift,,35,30,35,44,39,43,225
Shellos-East,901,Shellos,Shellos-East Sea,Water,,Sticky Hold,Storm Drain,Sand Force,76,48,48,57,62,34,325,13.9 lbs.,"1'00""","Shellos lives in the sea and feasts on plankton. The lovelier the ocean where Shellos resides, the more vibrant its color becomes.",The difference in color from one Shellos to another seems to be a result of their diet. No large changes can be seen in their capabilities.,Sea Slug,0.5,0.5,,Water 1,Amorphous,Water,Sticky Hold / Storm Drain / Sand Force*,,38,24,24,29,31,17,163
Gastrodon-East,902,Gastrodon,Gastrodon-East Sea,Water,Ground,Sticky Hold,Storm Drain,Sand Force,111,83,68,92,82,39,475,65.9 lbs.,"2'11""",A team of researchers is scouring the oceans of the world in search of a Gastrodon in a color never seen before.,Experiments are being conducted to discover what happens when a Gastrodon is raised in a location other than the sea where it was born.,Sea Slug,0.5,0.5,Shellos-East Sea,Water 1,Amorphous,Water / Ground,Sticky Hold / Storm Drain / Sand Force*,,56,42,34,46,41,20,238
Lopunny-Mega,903,Lopunny,Lopunny-Mega Lopunny,Normal,Fighting,Scrappy,,,65,136,94,54,96,135,580,62.4 lbs.,"4'03""",,,Rabbit,0.5,0.5,Buneary,Field,Human-Like,Normal / Fighting,Scrappy,,33,68,47,27,48,68,290
Garchomp-Mega,904,Garchomp,Garchomp-Mega Garchomp,Dragon,Ground,Sand Force,,,108,170,115,120,95,92,700,209.4 lbs.,"6'03""","Excess energy melted its arms and wings, transforming them into giant scythes.","Its vaunted wings become scythes, sending it mad with rage. It swings its scythes wildly and slices the ground to pieces.",Mach,0.5,0.5,Gabite,Monster,Dragon,Dragon / Ground,Sand Force,,54,85,58,60,48,46,350
Lucario-Mega,905,Lucario,Lucario-Mega Lucario,Fighting,Steel,Adaptability,,,70,145,88,140,70,112,625,126.8 lbs.,"4'03""",Black streaks all over its body show where its auras and the energy of Mega Evolution intermingled and raced through it.,It readies itself to face its enemies by focusing its mental energies. Its fighting style can be summed up in a single word: heartless.,Aura,0.875,0.125,Riolu,Field,Human-Like,Fighting / Steel,Adaptability,,35,73,44,70,35,56,313
Abomasnow-Mega,906,Abomasnow,Abomasnow-Mega Abomasnow,Grass,Ice,Snow Warning,,,90,132,105,132,105,30,594,407.9 lbs.,"8'10""",,,Frost Tree,0.5,0.5,Snover,Monster,Grass,Grass / Ice,Snow Warning,,45,66,53,66,53,15,297
Gallade-Mega,907,Gallade,Gallade-Mega Gallade,Psychic,Fighting,Inner Focus,,,68,165,95,65,115,110,618,124.3 lbs.,"5'03""",,,Blade,1,0,Kirlia,Amorphous,,Psychic / Fighting,Inner Focus,,34,83,48,33,58,55,309
Rotom-Heat,908,Rotom,Rotom-Heat,Electric,Fire,Levitate,,,50,65,107,105,107,86,520,0.7 lbs.,"1'00""",,,Plasma,,,,Amorphous,,Electric / Fire,Levitate,,25,33,54,53,54,43,260
Rotom-Wash,909,Rotom,Rotom-Wash,Electric,Water,Levitate,,,50,65,107,105,107,86,520,0.7 lbs.,"1'00""",,,Plasma,,,,Amorphous,,Electric / Water,Levitate,,25,33,54,53,54,43,260
Rotom-Frost,910,Rotom,Rotom-Frost,Electric,Ice,Levitate,,,50,65,107,105,107,86,520,0.7 lbs.,"1'00""",,,Plasma,,,,Amorphous,,Electric / Ice,Levitate,,25,33,54,53,54,43,260
Rotom-Fan,911,Rotom,Rotom-Fan,Electric,Flying,Levitate,,,50,65,107,105,107,86,520,0.7 lbs.,"1'00""",,,Plasma,,,,Amorphous,,Electric / Flying,Levitate,,25,33,54,53,54,43,260
Rotom-Mow,912,Rotom,Rotom-Mow,Electric,Grass,Levitate,,,50,65,107,105,107,86,520,0.7 lbs.,"1'00""",,,Plasma,,,,Amorphous,,Electric / Grass,Levitate,,25,33,54,53,54,43,260
Giratina-Origin,913,Giratina,Giratina-Origine,Ghost,Dragon,Levitate,,,150,120,100,120,100,90,680,1433.0 lbs.,"22'08""",,,Renegade,,,,Undiscovered,,Ghost / Dragon,Levitate,,75,60,50,60,50,45,340
Shaymin-Sky,914,Shaymin,Shaymin-Skye,Grass,Flying,Serene Grace,,,100,103,75,120,75,127,600,11.5 lbs.,"1'04""",,,Gratitude,,,,Undiscovered,,Grass / Flying,Serene Grace,,50,52,38,60,38,64,300
Arceus-Fighting,915,Arceus,Arceus-Fighting,Fighting,,Multitype,,,120,120,120,120,120,120,720,705.5 lbs.,"10'06""",,,Alpha,,,,Undiscovered,,Fighting,Multitype,,60,60,60,60,60,60,360
Arceus-Flying,916,Arceus,Arceus-Flying,Flying,,Multitype,,,120,120,120,120,120,120,720,705.5 lbs.,"10'06""",,,Alpha,,,,Undiscovered,,Flying,Multitype,,60,60,60,60,60,60,360
Arceus-Poison,917,Arceus,Arceus-Poison,Poison,,Multitype,,,120,120,120,120,120,120,720,705.5 lbs.,"10'06""",,,Alpha,,,,Undiscovered,,Poison,Multitype,,60,60,60,60,60,60,360
